date,Pmm,Qmmd,rr
1992-10-01,46.99,28.892795398044328,0.6148711512671702
1992-11-01,89.916,82.70709285486397,0.9198262028433647
1992-12-01,65.024,67.03336817812765,1.0309019466370517
1993-01-01,57.15,51.202537213006934,0.8959324096764119
1993-02-01,56.388000000000005,32.00474897198942,0.5675808500388277
1993-03-01,192.278,162.19971156349692,0.8435687471447432
1993-04-01,90.16999999999999,88.75215675758764,0.9842758872971904
1993-05-01,59.69,24.128022028179377,0.40422218174198993
1993-06-01,48.513999999999996,11.65595642613833,0.24025964517744014
1993-07-01,49.275999999999996,5.840428298390281,0.1185248051463244
1993-08-01,40.132,2.5259479293518567,0.0629409929570382
1993-09-01,100.33,4.161329495017383,0.04147642275508206
1993-10-01,42.925999999999995,4.38316000546202,0.10210967724600524
1993-11-01,84.074,21.39476192892021,0.25447536609320615
1993-12-01,96.774,33.02938693851487,0.3413043476400156
1994-01-01,123.95199999999998,64.78513420408197,0.5226630809029461
1994-02-01,100.838,76.57483780086865,0.7593847339382838
1994-03-01,191.00799999999998,119.14099009535823,0.6237486916535341
1994-04-01,46.99,41.82750130413518,0.8901362269447793
1994-05-01,52.324,29.251536292997393,0.5590462558863504
1994-06-01,41.401999999999994,3.3339463004851195,0.08052621372119995
1994-07-01,96.52,3.144315684975225,0.03257683055299653
1994-08-01,117.60199999999999,20.326812264925866,0.17284410354352706
1994-09-01,25.654,3.773957459228138,0.14710990329882817
1994-10-01,45.466,4.674824544971678,0.10282022929159543
1994-11-01,45.974,14.459537202748685,0.31451553492732165
1994-12-01,36.321999999999996,28.170933773562695,0.7755887278663812
1995-01-01,136.144,129.22856020322675,0.9492049609474288
1995-02-01,27.178,20.99822468374148,0.7726184665443182
1995-03-01,26.416,30.590143512148504,1.1580157295634654
1995-04-01,36.57599999999999,13.159131874061714,0.3597750403013374
1995-05-01,120.396,23.716885334415625,0.1969906420015252
1995-06-01,340.36,109.43316786679567,0.3215218235597475
1995-07-01,61.722,31.079062823651345,0.5035329837602693
1995-08-01,22.86,4.679447703690268,0.20470024950526108
1995-09-01,94.234,3.623258706611635,0.03844959045155289
1995-10-01,166.11599999999999,33.00391901153878,0.19867995263273122
1995-11-01,76.96199999999999,34.53021025305511,0.4486657084412452
1995-12-01,61.214,30.66808834598298,0.5009979472993593
1996-01-01,183.38799999999998,87.97035628585972,0.4796952706058179
1996-02-01,40.386,37.88240586427151,0.9380083658760835
1996-03-01,78.74,60.88651367554729,0.7732602701999911
1996-04-01,43.942,69.60214115666223,1.583954784867831
1996-05-01,134.61999999999998,69.06747690625966,0.5130550951289531
1996-06-01,86.868,23.9187632651274,0.2753460798582608
1996-07-01,101.85399999999998,7.122016560012112,0.06992377874224
1996-08-01,118.618,4.75942023871711,0.04012392924106889
1996-09-01,325.628,175.126387772866,0.5378112071838601
1996-10-01,38.608,35.48647413537404,0.9191482111317354
1996-11-01,78.48599999999999,43.96429282064851,0.5601545857942629
1996-12-01,94.74199999999999,83.3470353511741,0.8797263658269205
1997-01-01,55.372,37.87875600212525,0.684077801093066
1997-02-01,41.401999999999994,42.08218057389612,1.016428688804795
1997-03-01,104.394,59.15299137217134,0.5666320992793775
1997-04-01,50.546,27.493600467265377,0.543932268968175
1997-05-01,40.132,14.0265013361074,0.34950915319713444
1997-06-01,107.18799999999999,36.589056935733964,0.34135404089761884
1997-07-01,152.146,5.73490672833965,0.03769344398367128
1997-08-01,98.806,2.742263092553263,0.02775401385091253
1997-09-01,73.66,6.656780798436083,0.09037171868634379
1997-10-01,56.896,4.011604038973215,0.07050766378960234
1997-11-01,140.20799999999997,85.49080215978915,0.6097426834402401
1997-12-01,70.866,12.413424483557877,0.17516756249199725
1998-01-01,177.292,137.98474170818898,0.7782908518612739
1998-02-01,263.39799999999997,209.31667419803318,0.7946782974739109
1998-03-01,102.362,76.36087477105038,0.7459884993557216
1998-04-01,97.282,78.59613145746492,0.8079205963843766
1998-05-01,120.90399999999998,58.249691044996965,0.4817846476956674
1998-06-01,141.224,9.745537470740532,0.0690076578396061
1998-07-01,37.592,5.208677714897309,0.13855814308622338
1998-08-01,63.5,4.470188940638289,0.07039667623052424
1998-09-01,21.843999999999998,0.4008359717065433,0.018349934613923428
1998-10-01,27.94,1.4794918979965714,0.05295246592686369
1998-11-01,22.86,1.8964683711943333,0.082960121224599
1998-12-01,53.08599999999999,2.0998062467646093,0.039554802523539344
1999-01-01,118.11,22.695248365654876,0.19215348713618557
1999-02-01,38.354,18.46473370595403,0.4814291522645364
1999-03-01,77.216,40.12698997617092,0.5196719588708418
1999-04-01,33.019999999999996,15.853216786284404,0.480109533200618
1999-05-01,63.5,18.078334966737117,0.284698188452553
1999-06-01,21.336,3.8394927617653467,0.17995372899162668
1999-07-01,62.992,0.30253301790072973,0.004802721264616614
1999-08-01,58.674,0.5947653137442497,0.010136778023387695
1999-09-01,240.02999999999997,38.80646985165569,0.16167341520499812
1999-10-01,36.83,18.353047924278613,0.49831789096602264
1999-11-01,48.00599999999999,21.08476697063158,0.4392110771701784
1999-12-01,55.88,27.82322357309609,0.4979102285808176
2000-01-01,35.05199999999999,11.663661690669313,0.33275310084073134
2000-02-01,37.846,19.240126641914078,0.5083793965521872
2000-03-01,71.374,36.89905189402259,0.5169817005355255
2000-04-01,111.252,35.1483346845354,0.3159344073323212
2000-05-01,61.722,15.014884005313375,0.24326632327716818
2000-06-01,139.95399999999998,6.387015431803958,0.045636533659659306
2000-07-01,150.368,5.3408838326394505,0.03551875287720426
