STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-04,2.37,"5,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-05,3.69,"1,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-06,3.43,"1,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-07,4.06,"2,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-08,3.09,"3,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-09,0.87,"4,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-10,4.72,"3,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-11,0.41,"4,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2007-12,4.4,"4,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-01,0.89,"3,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-02,2.96,"2,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-03,4.68,"2,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-04,5.98,"5,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-05,5.59,"1,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-07,2.44,"5,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-09,9.93,"5,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-11,3.13,"2,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2008-12,5.79,"3,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2012-07,1.02,"1,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2012-08,3.06,"1,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2012-09,5.51,",,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2012-10,4.33,"1,,,N"
US1VANY0002,"CREWE 0.3 NW, VA US",37.1833,-78.1353,157.9,2012-11,0.44,",,,N"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-01,4.18,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-02,2.67,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-03,2.76,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-04,2.31,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-05,4.89,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-06,1.4,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-07,4.24,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-08,19.22,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-09,3.89,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-10,3.59,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-11,3.47,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1992-12,3.89,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-01,5.08,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-02,2.14,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-03,6.47,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-04,5.12,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-05,3.41,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-06,4.43,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-07,2.98,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-08,2.5,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-09,2.5,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-10,3.24,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-11,1.23,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1993-12,3.37,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-01,4.65,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-02,3.97,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-03,11.19,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-04,1.04,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-05,3.28,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-06,2.53,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-07,9,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-08,5.32,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-09,1.89,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-10,3.41,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-11,4.44,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1994-12,1.77,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-01,2.24,"1,,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-02,3.75,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-03,2.74,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-04,1.42,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-05,3.93,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-06,5.39,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-07,1.56,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-09,2.71,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-10,6.17,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-11,4.35,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1995-12,1.8,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-01,5.93,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-02,3.06,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-03,3.93,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-04,4.83,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-05,3.7,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-06,8.12,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-07,9.52,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-08,8.06,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-09,4.84,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-10,5.5,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-11,3.21,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1996-12,5.16,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-01,2.44,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-02,3.18,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-03,3.07,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-04,3.43,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-05,1.77,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-06,2.1,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-07,6.37,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-08,2.07,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-09,3.63,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-10,4.2,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-11,7.41,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1997-12,3.09,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-01,6.32,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-02,7.93,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-03,5.19,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-04,3.43,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-05,4.19,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-06,2.17,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-07,4.76,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-08,7.92,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-09,2.67,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-10,4.22,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-11,1.87,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1998-12,5.83,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-01,5.54,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-02,3.27,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-03,3.01,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-04,3.23,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-05,2.36,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-06,3.2,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-07,8.07,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-08,7.72,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-09,23.06,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-10,8.1,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-11,1.33,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,1999-12,1.81,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-01,6.07,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-02,1.46,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-03,3.71,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-04,5.49,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-05,5.11,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-06,6.32,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-07,4.08,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-08,7.73,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-09,5.65,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-10,0.02,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-11,2.21,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2000-12,2.11,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-01,1.77,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-02,2.69,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-03,4.69,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-04,1.87,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-05,2.59,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-06,7.22,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-07,2.96,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-08,3.36,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-09,1.93,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-10,0.87,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-11,0.25,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2001-12,1.94,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-01,5.93,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-02,1.41,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-03,5.7,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-04,3.57,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-05,4.77,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-06,1.69,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-07,5.31,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-08,2.99,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-09,3.78,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-10,4.94,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-11,6.86,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2002-12,5.39,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-01,3,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-02,5.35,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-03,3.28,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-04,6.63,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-05,6.52,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-06,3.96,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-07,4.51,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-08,4.59,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-09,9.72,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-10,4.13,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-11,1.92,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2003-12,5.65,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-01,2.2,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-02,2.1,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-03,1.09,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-04,2.58,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-05,3.83,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-06,7.37,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-07,7.02,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-08,10.37,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-09,3.19,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-10,2.59,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-11,3.56,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2004-12,2.33,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-01,3.2,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-02,2.65,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-03,3.47,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-04,2.74,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-05,5.36,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-06,2.86,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-07,7.02,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-08,4.59,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-09,3.91,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-10,8.69,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-11,3.92,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2005-12,4.51,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-01,3.16,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-02,1.06,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-03,0.71,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-04,3.26,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-05,3.72,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-06,11.78,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-07,8.04,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-08,3.24,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-09,10.23,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-10,6.03,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-11,9.08,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2006-12,3.37,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-01,2.48,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-02,1.77,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-03,2.59,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-04,3.31,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-05,2.67,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-06,3.38,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-07,3.76,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-08,4.96,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-09,0.37,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-10,4.87,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-11,0.66,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2007-12,3.81,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-01,1.57,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-02,3.54,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-03,3.43,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-04,7.1,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-05,5.18,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-06,1.43,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-07,5.44,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-08,2.46,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-09,7.47,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-10,1.47,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-11,5.13,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2008-12,4.56,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-01,1.97,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-02,1.44,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-03,6.16,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-04,2.54,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-05,6.07,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-06,5.07,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-07,2.82,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-08,6.99,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-09,6.35,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-10,2.18,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-11,12.89,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2009-12,6.68,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2010-01,3.56,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2010-02,2.69,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2010-03,5.85,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2010-04,1.88,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2010-05,3.78,",,,0"
USC00448192,"SUFFOLK LAKE KILBY, VA US",36.7297,-76.6015,6.7,2010-06,2.1,",,,0"
